system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

All-perovskite tandem solar cells hold the promise of surpassing the efficiency limits of single-junction solar cells  [1] [2] [3]  ; however, until now, the best-performing all-perovskite tandem solar cells have exhibited lower certified efficiency than have single-junction perovskite solar cells  4, 5  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

A thick mixed Pb-Sn narrow-bandgap subcell is needed to achieve high photocurrent density in tandem solar cells 6 , yet this is challenging owing to the short carrier diffusion length within Pb-Sn perovskites"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Here we develop ammonium-cation-passivated Pb-Sn perovskites with long diffusion lengths, enabling subcells that have an absorber thickness of approximately 1.2 μm"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Molecular dynamics simulations indicate that widely used phenethylammonium cations are only partially adsorbed on the surface defective sites at perovskite crystallization temperatures"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The passivator adsorption is predicted to be enhanced using 4-trifluoromethyl-phenylammonium (CF3-PA), which exhibits a stronger perovskite surface-passivator interaction than does phenethylammonium"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

By adding a small amount of CF3-PA into the precursor solution, we increase the carrier diffusion length within Pb-Sn perovskites twofold, to over 5 μm, and increase the efficiency of Pb-Sn perovskite solar cells to over 22%"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We report a certified efficiency of 26.4% in all-perovskite tandem solar cells, which exceeds that of the best-performing single-junction perovskite solar cells"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Encapsulated tandem devices retain more than 90% of their initial performance after 600 h of operation at the maximum power point under 1 Sun illumination in ambient conditions."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Metal-halide perovskites are emerging photovoltaic (PV) materials that are suitable for tandem solar cell applications: their bandgaps can be tuned from approximately 1.2 eV to 3.0 eV through compositional engineering  2  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

An all-perovskite tandem solar cell is constructed by stacking a mixed bromide/iodide wide-bandgap (WBG, approximately 1.8 eV) perovskite front cell and a mixed lead-tin (Pb-Sn) narrow-bandgap (NBG, approximately 1.2 eV) perovskite back cell  4, 7  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

All-perovskite tandem solar cells unite low-cost solution processing with the prospect of high efficiency  8  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Considering the current-matching condition, high photocurrent densities will require a Pb-Sn perovskite active layer more than 1 μm thick in the bottom subcell (Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 1 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

However, efficient (>20%) Pb-Sn PSCs have so far only been demonstrated using an active-layer thickness of less than 1 μm (refs"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 6, 10, 11, [13] [14] [15]  )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We reason that this is due to the short carrier diffusion length of polycrystalline Pb-Sn perovskite thin films: the carrier diffusion length should be several times the absorber thickness to ensure sufficient charge transport and good PV performance in PSCs  16, 17  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Grain surface passivation is a promising route to increase the carrier diffusion length of perovskite films  13, 18  , given that grain surfaces (film surface and grain boundaries) exhibit a trap density one to several orders of magnitude higher than that within the grain  [19] [20] [21] [22]  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Two-dimensional (2D) perovskites, Lewis bases/acids  23  and zwitterions  10  have been used for the passivation of Pb-Sn perovskites, all of which are approaches that address deep traps and reduce Sn 2+ oxidation  [24] [25] [26]  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

However, until now, the absorber thickness of grain-surface-passivated Pb-Sn PSCs has been limited to less than 1 μm in optimized devices  10, 11, 15, 27  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

This we attribute to insufficient defect passivation: a certain amount of surface area remains unpassivated, due to the incomplete adsorption of passivating agent into the defective sites during film formation  28  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We posit that enhancing the adsorption of passivating agents during perovskite film formation-in effect, increasing the completeness of the coverage using passivators, ensuring that they fully interact with the defective sites on the grain surfaces-could further improve passivation and thus increase the diffusion length in thick Pb-Sn perovskite films"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

This will enable thicker absorber layers in Pb-Sn PSCs and thus higher matched photocurrent densities in all-perovskite tandem solar cells"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We note that this requires further progress to be made in the rational molecular design of passivators"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Previous works have designed passivating molecules based on a static picture of the interaction between passivators and perovskite surfaces  29  ; here we instead explore the dynamic process of passivator adsorption on grain surfaces using ab initio molecular dynamic simulations, an approach that guided our experimental design."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Density functional theory studies Here we investigated the passivation capability of ammonium cations for mixed Pb-Sn perovskite surfaces  [30] [31] [32]  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Three aromatic ammonium cations, phenethylammonium (PEA), phenylammonium (PA) and 4-trifluoromethyl-phenylammonium (CF3-PA), were selected to study how the molecular properties influence the adsorption and binding on mixed Pb-Sn perovskite surfaces (Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 1a )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The electrostatic potentials (φ max ) at the -NH 3 + side are different for the three passivators: φ max,PEA < φ max,PA < φ max,CF3-PA (Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 1a )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We posited that this electrostatic potential difference could affect the surface adsorption of ammonium cations  33  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We carried out density functional theory (DFT) simulations to study the surface adsorption and defect passivation for the three ammonium cations (see details in the Methods)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

As illustrated in Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 1b , the three passivators interact with acceptor-like defects at the Pb-Sn perovskite surfaces through ionic bonding and hydrogen bonding, and are therefore anchored on the surfaces"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We note that this mechanism of passivator adsorption is distinct from that of Lewis base molecules  18  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The passivator adsorption is a dynamic process that occurs during perovskite crystallization at elevated temperatures"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We first investigated, using ab initio molecular dynamics simulations, the dynamic process of passivator adsorption on the grain surface (see details in the Methods and Supplementary Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 1 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

CF3-PA has the strongest tendency to anchor on the perovskite surface during film formation (at a temperature of approximately 400 K), with all 16 cations adsorbed completely on the surface (Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 1c, d )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

In comparison, one PA cation and three PEA cations are not adsorbed into the A-site vacancies"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Iodide ions are also seen to escape from the surface at 400 K in the PA and PEA cases (Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 1c ), which indicates that CF3-PA not only increases the probability of adsorbed ammonium cations on the perovskite grain surface but also suppresses the formation of iodine vacancies on the surface at elevated temperatures"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Reduced iodide desorption may also suppress the formation of iodine interstitial (I i ) defects  34  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The binding energies (E b ) shown in Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 1e  indicate that CF3-PA has the strongest binding with acceptor-type defects on the perovskite grain surface"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The highly electronegative fluorine atom in CF3-PA withdraws electron density strongly from the neighbouring atoms, leaving a higher electropositivity at the NH 3 + side, thus enhancing the binding with the negatively charged defects"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Looking at the electronic structures, one can see that the deep in-gap states from the I Sn and I Pb antisite defects are eliminated (Supplementary Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 2 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

In addition, CF3-PA passivation is predicted to increase the defect formation energy of the Sn vacancy (V Sn ), reducing the numbers of vacancies (Supplementary Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 3 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

CF3-PA passivation also reduces the formation of donor-type defects (Supplementary Note 1 and Supplementary Figs"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 4  and 5 )."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

PV performance of Pb-Sn PSCs DFT calculations indicated that CF3-PA has the potential to provide more effective grain surface passivation than does conventional PEA"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

To test this idea, we fabricated mixed Pb-Sn PSCs with a thick absorber layer (approximately 1.2 μm) to evaluate the effect of passivating agents on materials and device characteristics"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We incorporated the passivating agents onto the grain surfaces of Pb-Sn perovskite films by adding PEA, PA and CF3-PA directly into the perovskite precursor solutions (Methods)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The optimal concentrations of PEA, PA and CF3-PA were 0.2, 0.3 and 0.3 mol%, respectively (Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 2 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Figure  2a  and Supplementary Table  1  compare the PV parameters of the control, PEA PA and CF3-PA solar cells (15 devices for each type) with an absorber layer thickness of 1.2 μm fabricated over several identical runs"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Compared with control devices, Pb-Sn PSCs with passivating agents showed improved performance across all PV parameters"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We also fabricated control and CF3-PA devices with a range of absorber thicknesses; the corresponding current density-voltage J-V curves and PV parameters are summarized in Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 2b , Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 3  and Supplementary Table  2 "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The J sc values of the CF3-PA devices increased with thickness, reaching approximately 33 mA cm -2 at a thickness of 1.2 μm"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The increased J sc with thicker absorber is ascribed to higher light absorption at the near-infrared range, as indicated by the external quantum efficiency (EQE) spectra in Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 2c "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 3 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

This indicates that the photogenerated carrier transport limits the performance in thick devices based on the control material processing strategy (Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 4a )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

By adding CF3-PA, we increased the diffusion length to achieve higher J sc , V oc and FF values"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We fabricated more than 200 CF3-PA mixed Pb-Sn PSCs with 1.2-μm-thick absorber; a histogram of their PCE values is shown in the inset of Fig"
assistant,Yes
user,"Answer ""Yes"" or ""No"" only. Does the following text contain more than one value of PCE?

All-perovskite tandem solar cells with improved grain surface passivation
By adding CF3-PA, we increased the diffusion length to achieve higher J sc , V oc and FF valuesWe fabricated more than 200 CF3-PA mixed Pb-Sn PSCs with 1.2-μm-thick absorber; a histogram of their PCE values is shown in the inset of Fig"
assistant,Yes
user,"Use only data present in the text. If data is not present in the text, type ""None"". Summarize the values of PCE in the following text in a form of a table consisting of: Material, Value, Unit

All-perovskite tandem solar cells with improved grain surface passivation
By adding CF3-PA, we increased the diffusion length to achieve higher J sc , V oc and FF valuesWe fabricated more than 200 CF3-PA mixed Pb-Sn PSCs with 1.2-μm-thick absorber; a histogram of their PCE values is shown in the inset of Fig"
assistant,"| Material         | Value | Unit |
|------------------|-------|------|
| CF3-PA mixed Pb-Sn PSCs | None  | None |"
tab,"CF3-PA mixed Pb-Sn PSCs,None,None"
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The best CF3-PA device showed a PCE of 22.2% (stabilized 22.0%), with a V oc of 0.841 V, a J sc of 33.0 mA cm -2 and a FF of 80% under reverse scan (Fig"
assistant,Yes
user,"Answer ""Yes"" or ""No"" only. Does the following text contain more than one value of PCE?

All-perovskite tandem solar cells with improved grain surface passivation
The devices exhibited an average PCE of 20.8 ± 0.5%, which is a narrow distribution compared with typical Pb-Sn perovskite statisticsThe best CF3-PA device showed a PCE of 22.2% (stabilized 22.0%), with a V oc of 0.841 V, a J sc of 33.0 mA cm -2 and a FF of 80% under reverse scan (Fig"
assistant,Yes
user,"Use only data present in the text. If data is not present in the text, type ""None"". Summarize the values of PCE in the following text in a form of a table consisting of: Material, Value, Unit

All-perovskite tandem solar cells with improved grain surface passivation
The devices exhibited an average PCE of 20.8 ± 0.5%, which is a narrow distribution compared with typical Pb-Sn perovskite statisticsThe best CF3-PA device showed a PCE of 22.2% (stabilized 22.0%), with a V oc of 0.841 V, a J sc of 33.0 mA cm -2 and a FF of 80% under reverse scan (Fig"
assistant,"| Material         | Value     | Unit  |
|------------------|-----------|-------|
| All-perovskite   | 20.8 ± 0.5| %     |
| CF3-PA           | 22.2      | %     |
| CF3-PA (stabilized) | 22.0   | %     |"
tab,"All-perovskite,20.8 ± 0.5,%"
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 4b, c )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Figure  2e  presents the EQE spectra of the best CF3-PA device, with the integrated J sc value of 32.5 mA cm -2 , in good agreement with the J-V characterization."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Characterization of Pb-Sn perovskites To understand the improvement of device performance by passivating agents, we performed structural and optoelectronic characterization of Pb-Sn perovskite films"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We first investigated the effect of passivating agents on the morphology and crystal structure of Pb-Sn perovskite films"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Scanning electron microscopy (SEM) images show that introducing the passivator additives did not notably affect the surface morphology (Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 3a , b and Supplementary Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 6  and Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 5a, b )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The presence of passivating agents (for example, CF3-PA) in the perovskite films is indicated by X-ray photoelectron spectroscopy (XPS) measurements (Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 5c )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The spatial distribution of the CF3-PA cations within the perovskite film was investigated using time-of-flight secondary ion mass spectrometry (ToF-SIMS, Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 5d )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

This revealed that passivators were anchored on the top and bottom film surfaces as well as at the grain boundaries within the film"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

X-ray diffraction (XRD) patterns of the control and the films modified by the passivating agent exhibited a single three-dimensional (3D) perovskite phase without a 2D (reduced-dimensional) phase and without non-perovskite phases (Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 3c  and Supplementary Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 7 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We found no diffraction peaks relating to 2D layered perovskites even when a large amount of CF3-PA (for example, 20 mol%) was added to the precursor solution (Supplementary Note 2 and Supplementary Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 8 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The absence of 2D perovskite is beneficial for charge transport and extraction throughout the thick Pb-Sn perovskite absorber in solar cells"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We also extended the structural characterization to different thicknesses of Pb-Sn perovskite films (Supplementary Note 2 and Supplementary Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

9-11)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The above results indicate that the introduction of a trace amount of passivating agent is not likely to change the film formation"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

To examine the extent of surface Sn 2+ oxidation, we performed angle-dependent XPS measurements (Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 6a )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Spectra were recorded at electron take-off angles of 0 o , 45 o and 75 o , with the probing depth varying from approximately 6-8 nm at 0 o to 1.5-2 nm at 75 o (ref"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 28  )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The XPS spectra for the control film only show a Sn 4+ peak for the most surface sensitive angle at 75 o (Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 6b ), which indicates that Sn 4+ primarily forms on the surface  28  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Surface Sn 2+ oxidation was successfully suppressed after anchoring of CF3-PA on the grain surfaces (Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 6f ), indicating that passivation of surface defects (for example, undercoordinated Sn atoms and Sn vacancies) could retard the Sn 2+ oxidation  21, 30  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The three passivators were then assessed using steady-state photoluminescence (PL)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The PL intensity was increased noticeably with the CF3-PA passivating agent (Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 3d ), implying suppressed non-radiative charge recombination through the defects"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

An enhanced PL intensity was also observed in perovskite films passivated with PEA and PA, but it was not as strong as that with CF3-PA"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

In addition, we carried out time-resolved PL to study the charge-carrier dynamics (Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 3e )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The perovskite films with passivating agents exhibited effective carrier lifetimes (CF3-PA, τ = 966 ns; PA, τ = 437 ns; PEA, τ = 365 ns) that were much longer than that of the non-passivated control film (τ = 159 ns)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The longer charge-carrier recombination lifetime with CF3-PA was also confirmed by transient photovoltage decay measurements (Supplementary Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 12 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We further performed femtosecond-resolved optical-pump terahertz-probe spectroscopy to obtain the carrier mobility of Pb-Sn perovskite films  [35] [36] [37]  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The control and CF3-PA films exhibited similar effective d.c"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

charge-carrier mobilities (μ d.c"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

) of approximately 80 cm 2 V -1 s -1 , where μ d.c"
assistant,No
system,
